D07,X31,,1,15.302,15.54,15.76,15.944,15.992,15.992,16.092,16.121,16.183,16.172,16.148,16.18,16.287,16.272,16.272,16.359,16.296,16.296,16.407,16.479,16.447,16.51,16.512,16.595,16.589,16.688,16.786,16.796,16.924,17.09,17.25,17.433,17.639,17.985,18.165,18.293,18.712,18.895,19.465,19.984,20.293,20.503,20.998,21.442,21.972,22.621,23.236,23.462,23.888,25.02,24.72,25.88,26.391,26.962,27.367,27.472,28.619,28.842,29.23,29.02,30.143,29.347,31.287,31.014,30.54,31.769,31.18,30.438,30.936,31.3,31.462,31.807,31.392,31.941,31.249,31.309,31.115,31.647,30.828,31.296,30.401,29.831,30.754,30.893,31.354,30.533,30.641,30.055,31.002,30.806,30.717,29.853,30.181,30.126,29.862,29.651,29.597,29.877,28.987,29.17,28.481,29.942,29.087,29.095,28.96,28.626,28.739,27.996,28.204,28.64,28.716,27.924,27.907,27.924,27.576,27.753,27.571,27.61,28.095,27.499,27.257,27.273,27.483,26.837,26.196,26.743,26.647,26.378,26.837,26.306,26.357,26.567,26.631,26.428,26.831,25.999,26.246,26.207,26.207,26.827,26.211,26.631,26.571,26.073,26.362,26.035,26.46,26.564,26.145,26.311,26.465,26.347,26.718,26.442,27.007,26.078,26.797,26.825,27.45,26.758,26.707,26.702,26.945,27.09,26.873,26.973,26.664,27.045,27.722,27.467,27.4,27.927,27.606,27.766
D08,X32,,1,18.313,18.71,18.839,19.085,19.084,19.084,19.15,19.204,19.192,19.194,19.263,19.274,19.336,19.383,19.383,19.422,19.473,19.556,19.556,19.575,19.742,19.745,19.837,19.781,19.88,19.849,19.86,19.955,20.026,20.082,20.018,20.039,20.056,20.15,20.273,20.288,20.32,20.557,20.517,20.65,20.932,21.085,21.22,21.497,21.75,21.982,22.431,22.935,23,23.356,23.915,24.382,24.839,25.27,25.733,26.724,26.874,27.955,28.565,29.658,30.198,30.873,31.786,31.984,32.976,33.21,33.841,34.901,34.368,34.873,36.581,36.015,36.319,37.002,36.283,37.26,36.928,36.354,36.579,36.498,36.122,36.681,36.463,36.474,35.639,36.96,36.769,39.273,37.456,37.266,37.258,36.855,36.195,37.74,36.568,36.822,36.04,36.967,37.116,36.531,36.614,36.173,36.201,36.576,36.234,36.134,35.765,35.939,36.054,35.945,36.122,35.78,35.813,36.028,34.436,35.45,35.038,35.801,34.995,34.781,35.285,35.345,34.87,34.864,35.637,35.326,34.644,34.167,34.726,35.424,35.382,35.285,34.955,35.154,34.726,34.767,34.222,35.403,34.933,35.043,34.81,35.066,35.971,34.727,35.471,35.432,35.142,35.419,35.183,35.957,35.785,35.517,35.643,35.413,36.286,36.283,36.642,36.366,36.258,36.388,36.543,36.424,36.842,36.978,37.439,37.507,36.963,37.613,37.396,37.538,37.855,37.56,37.909,38.196
E01,X33,,1,15.771,16.256,16.329,16.415,16.415,16.472,16.441,16.635,16.508,16.526,16.64,16.591,16.809,16.767,16.767,16.884,16.904,17.015,17.07,17.17,17.194,17.173,17.232,17.232,17.115,17.326,17.367,17.461,17.45,17.534,17.443,17.489,17.528,17.597,17.583,17.71,17.659,17.814,17.72,17.902,17.934,18.006,18.022,18.085,18.194,18.263,18.405,18.581,18.672,18.945,18.949,19.195,19.433,19.528,19.86,20.043,20.28,20.55,20.966,21.335,21.554,21.664,22.233,22.256,22.953,22.926,23.226,23.73,23.77,23.96,24.268,24.914,24.693,24.668,24.889,24.942,24.997,25.002,24.995,25.153,25.288,25.273,24.907,25.228,25.216,25.348,25.451,25.087,25.32,25.12,25.418,24.892,24.994,25.243,25.032,25.265,25.44,25.27,25.405,25.393,25.393,25.503,25.393,25.451,25.543,25.451,25.074,25.182,25.23,25.333,24.944,25.085,25.042,25.25,25.758,25.325,25.304,25.403,25.529,25.569,25.436,25.675,25.856,25.569,25.727,26.136,26.481,25.908,26.12,26.527,26.716,26.401,26.299,27.063,26.638,27.268,27.074,26.815,27.588,27.268,27.759,27.71,28.34,27.787,27.963,28.301,28.561,28.695,28.467,28.66,28.595,28.979,28.825,29.515,29.029,29.065,29.175,29.397,29.527,29.359,29.81,29.389,29.828,30.192,30.256,30.3,29.848,30.457,29.995,30.158,30.229,30.176,30.438,30.651
E02,X34,,1,13.698,14.135,14.285,14.373,14.3,14.313,14.403,14.471,14.475,14.402,14.454,14.456,14.529,14.565,14.702,14.677,14.777,14.75,14.86,14.875,14.896,15.099,15.071,15.127,15.124,15.219,15.124,15.299,15.235,15.318,15.395,15.41,15.417,15.487,15.558,15.576,15.552,15.681,15.699,15.709,15.824,15.87,15.992,15.977,16.139,16.154,16.323,16.556,16.563,16.699,16.896,17.198,17.215,17.475,17.672,17.964,18.202,18.581,18.692,19.005,19.476,19.777,19.963,20.316,20.489,20.93,21.23,21.734,21.611,22.021,22.414,22.257,22.506,22.677,22.843,22.755,22.866,22.926,22.755,22.856,22.663,23.533,22.838,23.128,23.059,22.948,23.022,23.128,23.003,23.105,22.797,22.99,23.118,23.008,23.183,22.948,23.072,23.008,23.421,23.325,23.518,23.022,23.104,23.684,23.256,23.298,23.063,23.362,22.916,23.072,23.485,23.182,23.389,23.568,23.169,23.339,23.506,23.583,23.459,23.748,23.367,23.389,23.761,23.527,24.347,23.597,23.77,23.865,24.245,23.957,24.397,24.498,24.391,24.605,24.899,24.455,25.225,25.268,25.351,25.393,25.188,25.857,25.603,25.603,25.92,25.841,26.045,25.956,26.505,26.339,26.631,26.513,26.746,27.19,27.284,27.157,27.184,27.24,27.145,27.284,27.649,27.561,27.472,27.394,27.317,27.583,27.688,27.933,27.888,27.855,28.066,27.872,28.605,28.598
E03,X35,,1,13.574,13.981,14.104,14.242,14.247,14.26,14.269,14.254,14.367,14.321,14.318,14.319,14.392,14.399,14.399,14.373,14.529,14.556,14.529,14.654,14.73,14.795,14.933,15.099,15.069,15.33,15.567,15.909,16.149,16.509,17.167,17.905,18.361,19.512,19.995,21.508,22.094,23.411,24.67,25.007,26.04,27.189,27.506,27.988,28.389,29.226,29.76,28.398,29.409,29.569,29.464,29.209,28.886,29.292,28.613,29.052,28.924,29.369,28.537,29.159,29.09,28.903,29.266,29.351,29.405,29.523,29.351,29.607,29.331,29.749,29.304,29.842,29.509,29.397,29.95,29.648,29.897,29.654,30.027,29.636,30.346,29.996,30.451,30.699,30.939,30.395,31.165,30.966,30.533,30.724,30,31.176,30.65,30.733,30.717,31.692,30.919,31.036,31.081,31.376,31.9,31.431,30.879,31.496,31.274,31.496,31.495,31.83,31.95,31.7,32.268,32.637,32.287,32.169,33.224,32.774,32.688,33.071,33.422,33.926,33.022,33.472,33.63,34.34,33.539,33.615,34.008,34.471,34.147,34.706,34.664,34.843,35.176,34.602,35.389,35.925,35.796,35.265,36.093,36.614,36.635,36.31,36.524,36.773,36.465,36.62,38.294,37.467,37.339,37.366,37.638,37.706,38.442,37.932,37.782,38.384,38.689,39.684,38.917,39.016,38.925,39.499,40.085,40.053,39.519,39.836,39.981,39.721,40.446,39.702,40.351,40.142,40.658,41.635
E04,X36,,1,13.549,13.879,14.13,14.163,14.194,14.18,14.242,14.309,14.421,14.375,14.509,14.62,14.584,14.62,14.647,14.649,14.611,14.777,14.777,14.764,15.035,15.099,15.238,15.542,15.594,15.912,16.315,16.713,17.257,17.783,18.496,19.124,20.25,20.816,21.687,22.644,24.062,24.159,25.196,26.007,25.762,26.274,26.226,26.185,26.611,26.368,25.956,26.013,26.412,25.991,26.107,25.686,25.975,25.991,25.788,25.92,25.544,25.93,26.901,26.079,26.513,26.407,26.193,26.413,26.497,27.278,26.219,26.53,26.841,27.284,27.644,27.682,27.682,26.659,27.295,27.35,27.433,27.909,28.202,28.252,28.025,27.593,27.885,27.356,28.202,27.83,28.488,28.095,28.327,28.598,28.095,28.062,28.084,28.084,28.482,28.465,28.441,28.801,29.042,29.198,29.528,29.115,29.06,29.316,29.18,29.178,29.924,29.816,29.278,30.625,29.404,30.019,30.331,30.598,29.532,30.65,30.945,30.892,30.966,30.975,30.733,31.213,31.425,32.023,31.276,31.131,31.545,31.736,32.271,31.97,32.263,32.112,32.826,32.559,32.628,33.058,32.539,32.697,33.028,34.05,33.262,33.766,33.234,34.146,33.429,34.077,34.257,34.008,34.077,34.381,34.264,34.631,34.396,34.555,35.123,35.315,35.176,34.983,35.621,35.364,35.905,36.258,36.232,36.452,36.413,36.01,36.825,36.892,36.87,36.761,37.079,36.95,37.354,37.475
E05,X37,,1,14.315,14.595,14.854,14.87,15.093,15.059,15.073,15.12,15.153,15.246,15.301,15.304,15.353,15.39,15.335,15.421,15.551,15.468,15.606,15.622,15.671,15.818,16.013,16.235,16.479,16.688,17.063,17.489,18.088,18.974,19.299,20.15,21.139,21.621,22.741,23.559,24.811,25.433,26.082,26.923,27.594,27.217,27.478,27.544,28,27.505,27.483,27.483,27.55,27.073,26.967,27.322,27.389,27.406,26.84,27.112,27.345,28.454,27.234,28.077,27.76,27.96,28.076,28.298,27.909,27.777,28.27,27.971,28.169,28.336,28.889,28.762,28.07,28.456,28.401,28.817,28.817,28.989,29.114,29.331,29.047,29.969,29.32,28.876,29.031,28.575,28.984,29.006,28.41,29.813,29.972,28.889,29.298,30.098,29.779,30.092,29.514,30.098,29.896,30.163,29.473,30.19,30.769,30.227,30.475,29.978,30.558,30.837,29.747,31.149,30.643,31.342,31.295,31.59,31.323,31.202,31.83,31.526,31.932,31.912,31.753,31.819,32.252,32.023,32.131,32.346,32.68,32.897,32.436,32.551,32.842,33.078,33.904,33.608,33.594,33.085,33.367,33.691,33.636,33.912,33.51,34.347,33.897,34.589,34.036,35.045,34.838,34.617,34.879,35.045,35.647,35.074,35.144,35.219,35.981,35.757,35.674,36.089,35.621,36.028,37.069,36.563,36.897,36.701,36.496,36.731,37.13,36.753,37.23,37.565,37.717,38.005,38.27,37.586
E06,X38,,1,14.142,14.492,14.699,14.844,14.934,14.979,14.993,15.12,14.99,15.056,15.028,15.058,15.161,15.06,15.198,15.228,15.274,15.274,15.413,15.428,15.561,15.625,15.792,15.986,15.953,16.079,16.204,16.242,16.453,16.398,16.64,16.824,16.944,17.153,17.388,17.406,17.825,18.147,18.44,18.679,18.933,19.227,19.552,19.888,20.444,20.761,21.154,21.077,21.502,21.553,21.973,22.08,22.122,22.135,22.021,22.15,22.108,22.325,22.075,22.057,22.385,22.052,22.012,21.979,22.455,22.454,22.311,22.316,22.69,22.27,21.999,22.007,22.118,22.096,22.234,21.952,22.091,22.261,21.815,21.86,22,21.71,21.845,21.995,21.898,21.679,21.642,21.858,21.707,21.945,22.134,21.942,22.18,21.932,22.024,22.176,22.218,22.263,22.402,22.167,22.498,22.746,22.581,22.884,22.76,22.884,22.843,23.114,23.329,23.155,23.072,23.348,23.554,23.568,23.664,23.863,23.976,24.162,24.342,24.41,24.194,24.326,24.23,24.41,24.457,24.811,25.07,24.776,24.879,25.2,25.308,25.243,25.276,25.323,25.672,25.696,25.805,25.682,25.986,25.889,25.686,26.133,26.018,26.045,26.058,26.422,26.294,26.481,26.449,26.449,26.714,26.735,26.746,26.913,27.062,27.212,27.018,27.046,27.173,27.062,27.483,27.394,27.528,27.422,27.705,27.832,27.909,27.794,28.11,28.049,28.343,28.316,28.3,28.349
E07,X39,,1,13.698,14.237,14.518,14.608,14.749,14.713,14.805,14.904,14.882,14.865,14.891,14.866,14.969,14.95,14.95,14.952,14.971,14.971,14.971,15.069,15.173,15.265,15.348,15.432,15.483,15.607,15.622,15.798,15.927,16.093,16.336,16.436,16.667,16.875,17.278,17.433,17.603,17.703,17.914,18.402,18.655,18.894,19.357,19.528,20.056,20.289,20.821,21.105,21.363,21.608,22.14,22.385,22.87,22.718,23.184,23.12,23.272,23.712,23.462,23.721,23.521,23.772,23.507,23.78,23.922,23.702,23.947,23.951,23.576,23.738,23.797,23.585,23.89,24.198,23.783,23.724,23.253,23.756,23.28,23.327,23.464,23.091,23.141,23.128,23.197,22.59,22.912,22.741,22.755,22.497,22.327,22.218,22.18,22.07,22.024,22.066,22.026,21.849,21.63,21.809,21.809,21.643,21.643,21.449,21.63,21.504,21.382,21.404,21.291,21.336,21.53,21.639,21.791,21.556,21.653,21.684,21.709,21.679,21.748,21.928,21.822,21.984,21.97,21.762,21.945,21.996,21.999,22.097,22.259,22.271,22.245,22.401,22.483,22.507,22.746,22.415,22.907,22.589,22.866,22.884,22.949,23.147,22.949,23.059,23.16,23.354,23.28,23.382,23.464,23.603,23.479,23.688,23.669,23.895,24.015,23.893,23.949,23.949,24.071,24.129,24.242,24.264,24.423,24.569,24.682,24.506,24.559,24.77,24.922,25.025,24.932,25.207,25.078,25.297
E08,X40,,1,14.512,14.978,15.294,15.394,15.542,15.699,15.61,15.823,15.804,15.845,15.848,15.797,15.903,15.969,15.969,16.001,16.103,16.158,16.269,16.285,16.447,16.51,16.567,16.789,16.838,16.827,16.98,17.073,17.229,17.312,17.471,17.738,17.806,17.93,18.331,18.431,18.934,19.31,19.575,19.928,20.46,20.919,21.415,21.691,22.056,22.093,22.681,22.436,22.584,22.829,22.833,22.69,22.51,22.995,22.63,22.759,22.718,22.574,22.852,22.917,22.829,22.912,22.649,22.81,22.815,22.926,23.143,22.843,23.05,22.99,22.939,22.81,22.81,22.76,23.174,22.561,23.032,22.815,22.672,23.437,23.243,22.925,22.866,23.266,23.004,23.114,22.967,22.907,23.307,23.381,23.459,23.431,23.56,23.615,23.735,23.527,23.76,23.643,24.082,23.628,24.125,23.932,24.373,24.375,24.248,24.623,24.33,24.796,24.596,24.671,24.889,25.029,25.18,25.333,25.841,25.684,25.774,25.679,25.777,25.844,26.015,25.923,25.994,26.368,26.472,26.274,26.509,26.654,26.699,26.582,26.716,26.705,27.018,26.953,27.135,27.24,27.212,27.201,27.56,27.406,27.511,27.654,27.676,27.732,27.687,27.804,28.008,28.114,27.997,28.218,28.346,28.813,28.547,28.463,28.475,28.512,28.595,28.567,28.89,28.584,29.007,28.89,29.357,29.472,29.702,29.246,29.294,29.791,29.44,29.797,29.702,29.982,30.216,30.124
F01,X41,,1,13.87,14.39,14.466,14.635,14.617,14.66,14.751,14.904,14.909,15.056,15.028,15.14,15.189,15.225,15.17,15.284,15.302,15.44,15.551,15.483,15.671,15.791,15.93,15.819,15.981,16.106,16.204,16.325,16.536,16.813,16.779,16.962,17.194,17.541,17.804,18.043,18.463,18.839,19.049,19.54,20.016,20.42,20.469,20.748,21,21.316,21.237,21.105,21.64,21.22,21.446,21.608,21.54,21.386,21.439,21.456,21.416,21.354,21.604,21.446,21.416,21.553,21.569,21.258,21.597,21.456,21.618,21.346,21.334,21.522,21.058,21.094,21.232,21.239,21.405,21.094,21.066,21.015,21.041,21.058,20.977,21.268,21.238,21.36,21.483,21.183,21.172,21.361,21.762,21.449,21.582,21.501,21.27,21.491,21.444,21.762,21.778,22.07,21.988,21.919,22.195,22.36,22.47,22.415,22.374,22.746,22.512,22.976,22.751,22.769,22.989,23.265,23.196,23.32,23.637,23.505,23.755,23.693,23.707,23.748,24.167,24.133,24.34,24.107,24.209,24.204,24.489,24.527,24.245,24.841,24.839,25.05,25.027,25.102,25.092,25.034,25.253,25.406,25.323,24.897,25.188,25.774,25.354,25.63,25.644,25.537,25.63,25.762,25.731,26.007,26.272,26.209,26.164,26.442,26.037,26.023,26.41,26.576,26.37,26.537,26.569,26.453,26.64,26.73,26.596,26.89,26.857,27.239,27.139,27.383,27.067,27.483,27.106,27.489
F02,X42,,1,13.253,13.726,13.845,14.006,14.115,14.18,14.161,14.282,14.313,14.375,14.345,14.374,14.42,14.482,14.482,14.566,14.611,14.584,14.529,14.682,14.702,14.684,14.739,14.822,14.875,14.997,15.041,15.05,15.151,15.29,15.201,15.244,15.278,15.515,15.669,15.576,15.746,15.958,15.865,16.043,16.157,16.286,16.409,16.449,16.556,16.653,16.74,16.889,17.035,17.059,17.063,17.42,17.354,17.531,17.395,17.52,17.565,17.694,17.777,17.617,18.008,18.002,18.053,18.237,18.08,18.185,18.348,18.324,18.54,18.531,18.595,18.243,18.63,18.528,18.363,18.464,18.436,18.689,18.663,18.706,19.015,18.727,18.535,18.845,18.857,18.563,18.992,18.96,18.894,18.992,18.96,18.8,18.953,18.953,18.795,18.894,18.86,18.953,18.847,18.776,18.941,18.886,18.969,19.075,18.764,18.909,18.93,18.949,18.922,18.937,18.749,18.855,19.091,19.048,19.036,19.035,19.026,19.28,19.209,19.032,19.063,19.174,19.048,18.976,19.047,19.126,19.37,19.058,19.197,19.232,19.236,19.284,19.109,19.055,19.157,19.217,19.54,19.248,19.248,19.217,19.161,19.524,19.409,19.327,19.295,19.346,19.52,19.73,19.236,19.263,19.718,19.476,19.651,19.465,19.362,19.247,19.413,19.413,19.196,19.425,19.393,19.389,19.488,19.362,19.219,19.294,19.354,19.556,19.322,19.476,19.385,19.183,19.496,19.25
F03,X43,,1,13.327,13.777,14.026,14.137,14.194,14.286,14.215,14.336,14.367,14.375,14.345,14.374,14.337,14.454,14.454,14.483,14.501,14.501,14.418,14.433,14.508,14.491,14.545,14.462,14.433,14.443,14.514,14.606,14.542,14.542,14.453,14.44,14.472,14.46,14.532,14.523,14.526,14.545,14.592,14.488,14.491,14.538,14.601,14.563,14.556,14.572,14.63,14.643,14.649,14.646,14.704,14.618,14.554,14.701,14.708,14.776,14.767,14.782,14.782,14.815,14.794,14.812,14.841,14.967,15.035,15.053,15.133,15.136,15.247,15.318,15.468,15.585,15.751,15.791,15.957,16.222,16.388,16.557,16.838,17.018,17.439,17.816,18.342,18.817,19.327,19.804,20.593,21.03,21.128,22.056,22.603,22.907,23.394,24.36,24.618,24.686,24.669,24.636,24.992,24.621,24.786,25.255,24.952,25.12,24.937,24.982,25.267,25.679,25.367,25.636,25.605,25.581,26.061,25.195,25.62,25.298,25.746,25.431,25.142,24.962,25.27,24.739,25.388,24.962,25.037,25.032,24.932,24.721,24.796,25.007,24.866,24.387,24.695,24.881,25.286,24.924,24.894,25.24,25.379,25.586,25.658,26.05,26.239,26.045,26.169,26.311,26.626,27.145,27.085,27.527,27.627,28.176,28.076,28.131,28.807,28.567,28.844,29.092,29.223,29.11,29.644,29.777,30.106,30.358,30.451,30.605,30.983,31.594,31.409,31.462,31.948,31.814,32.132,32.509
F04,X44,,1,13.401,13.879,14.233,14.373,14.379,14.393,14.51,14.633,14.638,14.729,14.618,14.702,14.694,14.895,14.73,14.815,14.777,14.915,14.915,14.93,15.118,15.044,15.044,15.154,14.958,15.136,15.207,15.327,15.235,15.401,15.395,15.41,15.611,15.598,15.641,15.66,15.718,15.819,15.893,15.932,16.101,16.369,16.409,16.31,16.5,16.487,16.906,17.056,17.201,17.309,17.617,17.725,18.158,18.28,18.669,19.017,19.144,19.718,19.995,20.753,20.695,21.137,21.597,22.422,22.483,22.759,23.42,23.342,23.382,23.877,24.046,24.36,24.222,23.617,24.391,24.194,24.194,24.67,24.663,24.295,23.851,24.251,24.41,24.399,24.276,24.189,24.043,24.508,24.52,24.623,24.618,24.037,24.608,24.36,24.149,24.355,24.173,24.222,24.082,24.648,24.428,24.345,23.959,24.623,23.752,24.595,24.11,23.969,24.238,24.009,24.146,24.037,23.747,23.927,24.326,24.663,23.921,23.638,24.121,24.107,23.891,23.692,24.12,24.493,24.126,24.149,24.102,24.804,24.438,24.482,24.535,24.525,24.806,25.268,25.037,25.062,25.087,25.351,25.351,25.31,25.299,25.58,25.382,25.796,25.755,25.897,25.741,25.928,26.201,25.786,26.355,26.901,26.33,26.553,26.757,26.88,27.129,27.212,27.561,27.45,27.954,27.976,27.528,27.893,27.761,28.221,28.214,28.598,28.636,28.66,28.648,28.621,28.716,28.82
F05,X45,,1,13.623,14.16,14.285,14.451,14.564,14.606,14.564,14.66,14.638,14.756,14.755,14.702,14.749,14.757,14.785,14.732,14.75,14.75,14.832,14.903,14.924,14.823,14.85,14.961,14.847,14.886,14.93,15.05,15.013,15.013,14.924,14.967,14.889,15.043,15.031,15.133,15.108,15.099,15.09,15.127,15.241,15.065,15.185,15.201,15.222,15.293,15.241,15.392,15.315,15.312,15.37,15.395,15.469,15.478,15.428,15.607,15.598,15.475,15.447,15.759,15.598,15.783,15.671,15.77,15.671,15.912,15.854,15.829,15.966,15.844,15.883,15.807,15.973,15.901,16.067,16.083,16.139,16.142,16.202,16.326,16.279,16.517,16.246,16.524,16.562,16.522,16.369,16.614,16.935,16.59,17.001,16.898,16.994,17.353,17.194,17.101,17.428,17.353,17.332,17.452,17.811,17.618,17.894,17.998,17.938,17.97,18.186,17.956,18.261,18.303,18.529,18.303,18.623,18.8,18.926,18.898,19.082,19.142,18.822,19.059,19.118,19.257,19.213,19.418,19.378,19.429,19.121,19.169,18.949,19.26,19.512,19.504,19.026,19.386,19.24,19.107,19.126,18.999,19.386,19.189,19.022,19.165,19.575,18.995,19.24,19.181,19.271,19.204,19.07,19.181,19.109,18.95,19.124,18.883,19.112,18.943,18.833,18.916,18.697,18.595,19.033,18.475,18.795,18.725,18.664,18.629,18.523,18.973,18.49,18.505,18.553,18.433,18.274,18.585
F06,X46,,1,12.686,13.163,13.301,13.457,13.507,13.487,13.464,13.605,13.608,13.613,13.552,13.607,13.705,13.601,13.656,13.683,13.617,13.7,13.617,13.714,13.761,13.717,13.742,13.852,13.797,13.833,13.822,13.913,13.85,13.988,14.065,14.191,14.306,14.46,14.671,14.745,15.081,15.459,15.561,16.154,16.49,16.896,17.494,18.03,19.056,19.345,20.71,21.327,21.835,23.411,23.888,24.715,25.365,27.322,28.419,28.969,30.06,31.504,31.421,32.183,33.19,34.396,34.748,35.587,35.551,36.26,36.835,36.454,35.474,35.316,36.277,36.402,36.596,36.67,35.453,35.71,35.406,36.382,36.552,35.807,35.266,34.996,35.664,34.513,35.75,35.277,34.561,34.554,34.036,35.306,34.388,34.098,33.409,33.74,32.815,33.733,33.011,33.078,32.514,32.368,32.534,31.265,33.223,32.435,32.211,31.938,32.955,32.243,32.418,32.114,31.552,31.094,31.158,31.342,31.158,31.615,31.941,32.326,31.877,31.775,31.284,31.791,32.362,31.94,33.18,32.401,33.316,33.035,33.54,33.601,33.091,34.181,33.904,34.906,33.732,34.491,34.554,34.795,35.292,35.649,36.082,35.757,35.861,35.916,35.968,36.869,37.464,37.439,36.786,37.117,37.472,37.789,37.971,38.652,37.394,39.297,38.606,39.795,38.668,38.878,39.285,39.582,40.363,39.527,39.408,39.947,39.843,40.137,40.862,40.756,40.878,41.503,41.436,42.301
F07,X47,,1,14.216,14.774,14.906,15.054,15.067,15.166,15.127,15.228,15.207,15.192,15.137,15.167,15.216,15.198,15.28,15.284,15.33,15.247,15.164,15.262,15.256,15.321,15.376,15.21,15.317,15.358,15.345,15.466,15.539,15.595,15.699,15.715,15.889,16.07,16.362,16.602,16.938,17.26,17.72,17.958,18.183,18.672,19.19,19.833,20.361,21.011,21.57,22.519,22.861,23.605,24.692,25.27,25.809,26.712,27.588,29.191,29.007,29.924,30.589,31.684,32.47,32.898,33.004,33.564,34.887,34.153,34.784,35.179,36.111,35.427,34.949,34.963,35.212,36.919,34.789,36.042,35.046,34.555,34.699,34.257,33.967,34.747,35.333,35.093,33.649,34.671,34.478,34.167,33.209,35.278,33.56,34.098,33.409,33.409,33.008,33.457,32.02,33.464,32.183,32.865,32.037,31.982,31.734,31.855,30.751,31.552,31.136,31.444,30.821,30.846,30.313,30.349,29.918,29.826,29.009,29.381,28.899,28.492,28.261,28.658,28.057,27.521,28.227,27.913,27.991,28.178,28.225,27.621,28.051,27.439,28.233,28.084,27.406,27.836,28.239,28.288,28.316,28.112,28.251,27.985,28.478,28.29,28.478,28.865,28.35,28.605,28.451,28.889,29.13,29.102,29.203,29.118,28.852,29.958,29.638,29.95,29.867,29.535,29.333,30.106,30.254,30.829,30.411,30.552,31.088,31.104,30.817,31.095,31.769,31.212,31.255,31.703,32.188,32.565
F08,X48,,1,13.574,14.135,14.259,14.347,14.459,14.446,14.43,14.552,14.502,14.484,14.481,14.565,14.557,14.509,14.647,14.677,14.639,14.694,14.777,14.737,14.813,14.795,14.905,14.988,14.986,15.025,15.013,15.161,15.235,15.262,15.311,15.466,15.528,15.682,15.835,16.048,16.245,16.54,16.391,16.764,17.017,17.257,17.521,17.919,18.333,18.429,18.794,19.385,19.56,20.388,20.392,20.97,21.124,21.608,22.215,22.427,22.884,23.323,23.85,23.915,24.796,25.076,25.528,26.136,27.162,26.696,28.104,27.306,27.893,27.948,28.529,27.516,28.707,28.042,28.346,28.208,28.651,28.574,27.649,28.28,28.108,28.671,28.437,28.931,28.257,27.499,28.488,29.365,28.52,27.853,27.737,28.365,28.195,27.477,27.185,28.63,27.422,27.891,27.94,27.24,27.047,26.551,26.882,26.196,27.031,26.831,26.369,26.506,25.643,26.711,25.715,25.829,25.978,25.47,25.455,25.353,25.663,25.486,25.612,25.238,24.801,24.766,24.423,24.383,24.375,24.646,24.268,23.892,24.024,23.847,23.155,23.891,23.672,23.307,24.043,23.132,22.907,22.81,23.473,23.049,22.921,23.008,23.114,23.197,23.05,23.409,23.28,23.188,23.52,23.354,23.451,23.383,23.226,23.119,23.489,23.838,23.617,23.285,23.71,23.354,24.075,23.877,23.757,23.987,23.656,23.896,23.701,23.855,23.813,24.248,24.266,24.124,24.19,24.493
A01,X1,,Cal.Biomass [DCW [g/L]]:FS=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A02,X2,,Cal.Biomass [DCW [g/L]]:FS=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A03,X3,,Cal.Biomass [DCW [g/L]]:FS=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
